ID,gender,age,agecat,ed,edcat,jobcat,empcat,retire,income,inccat,debtinc,jobsat,marital,homeown,card,default
779,Female,41,35-49,15,Some college,"Precision Production, Craft, Repair",11 to 15,No,54,$50 - $74,5.1,Somewhat satisfied,Unmarried,Rent,Visa,No
780,Female,52,50-64,11,Did not complete high school,Managerial and Professional,6 to 10,No,47,$25 - $49,0.7,Somewhat dissatisfied,Married,Own,Mastercard,No
781,Male,62,50-64,19,College degree,Sales and Office,2 to 5,No,30,$25 - $49,16,Neutral,Unmarried,Rent,Visa,No
782,Male,66,65+,8,Did not complete high school,Service,More than 15,Yes,9,Under $25,3.1,Somewhat satisfied,Unmarried,Rent,Mastercard,No
783,Female,71,65+,15,Some college,Sales and Office,11 to 15,Yes,24,Under $25,13.9,Highly dissatisfied,Unmarried,Rent,Visa,No
784,Female,32,25-34,10,Did not complete high school,Sales and Office,2 to 5,No,47,$25 - $49,9.6,Highly satisfied,Married,Own,Visa,No
785,Male,51,50-64,12,High school degree,"Precision Production, Craft, Repair",More than 15,No,70,$50 - $74,17,Somewhat satisfied,Married,Own,Other,No
786,Male,68,65+,15,Some college,Managerial and Professional,6 to 10,Yes,12,Under $25,25.2,Highly satisfied,Married,Own,Mastercard,No
787,Female,19,18-24,14,High school degree,Sales and Office,Less than 2,No,27,$25 - $49,5.6,Highly dissatisfied,Married,Own,American Express,Yes
788,Male,23,18-24,10,Did not complete high school,Service,2 to 5,No,39,$25 - $49,6.8,Highly dissatisfied,Married,Rent,American Express,No
789,Male,58,50-64,8,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,84,$75 - $124,13,Somewhat dissatisfied,Unmarried,Own,Visa,No
790,Male,70,65+,13,High school degree,Sales and Office,2 to 5,No,34,$25 - $49,33.3,Neutral,Married,Rent,Discover,No
791,Male,18,18-24,12,High school degree,Managerial and Professional,Less than 2,No,24,Under $25,17.1,Highly dissatisfied,Unmarried,Rent,American Express,Yes
792,Male,45,35-49,19,College degree,Managerial and Professional,6 to 10,No,107,$75 - $124,10.1,Somewhat dissatisfied,Married,Own,Discover,No
793,Female,24,18-24,13,High school degree,Sales and Office,Less than 2,No,24,Under $25,13.2,Somewhat satisfied,Married,Own,Other,No
794,Female,33,25-34,19,College degree,Managerial and Professional,2 to 5,No,43,$25 - $49,12.1,Somewhat dissatisfied,Married,Own,Mastercard,Yes
795,Male,43,35-49,12,High school degree,Service,11 to 15,No,31,$25 - $49,12.5,Somewhat satisfied,Unmarried,Own,Discover,No
796,Female,22,18-24,17,College degree,Sales and Office,Less than 2,No,29,$25 - $49,18.3,Neutral,Unmarried,Own,American Express,No
797,Female,44,35-49,19,College degree,Sales and Office,2 to 5,No,139,$125+,8.7,Somewhat dissatisfied,Married,Own,Visa,Yes
798,Female,24,18-24,16,Some college,Agricultural and Natural Resources,Less than 2,No,13,Under $25,2.6,Highly dissatisfied,Married,Own,Visa,No
799,Female,20,18-24,10,Did not complete high school,Managerial and Professional,Less than 2,No,22,Under $25,11.5,Neutral,Married,Rent,Other,No
800,Male,71,65+,17,College degree,"Operation, Fabrication, General Labor",More than 15,Yes,40,$25 - $49,6.7,Neutral,Married,Rent,Visa,No
801,Male,75,65+,16,Some college,"Operation, Fabrication, General Labor",11 to 15,No,23,Under $25,20.4,Somewhat dissatisfied,Married,Own,Discover,No
802,Female,66,65+,12,High school degree,Sales and Office,2 to 5,No,21,Under $25,19.5,Highly dissatisfied,Married,Own,Visa,No
803,Female,43,35-49,12,High school degree,Service,11 to 15,No,38,$25 - $49,10.1,Neutral,Unmarried,Own,American Express,No
804,Female,46,35-49,15,Some college,Managerial and Professional,2 to 5,No,59,$50 - $74,13.7,Neutral,Unmarried,Own,Visa,No
805,Female,19,18-24,14,High school degree,"Precision Production, Craft, Repair",Less than 2,No,21,Under $25,4.2,Somewhat dissatisfied,Unmarried,Rent,Visa,No
806,Male,49,35-49,14,High school degree,Sales and Office,6 to 10,No,55,$50 - $74,15.4,Neutral,Married,Rent,Visa,No
807,Male,51,50-64,10,Did not complete high school,Service,6 to 10,No,26,$25 - $49,2.9,Neutral,Married,Rent,American Express,No
808,Male,79,65+,10,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,13,Under $25,19.8,Neutral,Unmarried,Rent,Mastercard,No
809,Female,57,50-64,14,High school degree,Sales and Office,2 to 5,No,48,$25 - $49,8.3,Somewhat satisfied,Married,Own,Discover,No
810,Male,60,50-64,17,College degree,Managerial and Professional,2 to 5,No,57,$50 - $74,7.7,Somewhat satisfied,Married,Own,Discover,No
811,Male,41,35-49,14,High school degree,"Precision Production, Craft, Repair",6 to 10,No,51,$50 - $74,15.4,Somewhat dissatisfied,Unmarried,Own,Visa,Yes
812,Male,62,50-64,16,Some college,Managerial and Professional,6 to 10,No,55,$50 - $74,15.3,Somewhat satisfied,Married,Rent,Visa,No
813,Female,74,65+,12,High school degree,Service,More than 15,Yes,79,$75 - $124,7.5,Somewhat satisfied,Unmarried,Rent,American Express,No
814,Female,43,35-49,17,College degree,Sales and Office,6 to 10,No,45,$25 - $49,1.2,Highly satisfied,Unmarried,Rent,Discover,No
815,Female,62,50-64,14,High school degree,Managerial and Professional,11 to 15,No,62,$50 - $74,9.3,Somewhat satisfied,Unmarried,Own,Visa,No
816,Female,79,65+,12,High school degree,Service,More than 15,Yes,56,$50 - $74,9.5,Highly satisfied,Married,Rent,Discover,No
817,Male,77,65+,10,Did not complete high school,Sales and Office,6 to 10,Yes,12,Under $25,11.8,Somewhat dissatisfied,Married,Own,Visa,No
818,Female,56,50-64,17,College degree,Managerial and Professional,More than 15,No,129,$125+,0.4,Neutral,Unmarried,Rent,Discover,No
819,Male,49,35-49,13,High school degree,Managerial and Professional,2 to 5,No,31,$25 - $49,4.2,Neutral,Unmarried,Own,Discover,No
820,Male,33,25-34,18,College degree,Managerial and Professional,2 to 5,No,66,$50 - $74,8.3,Highly dissatisfied,Unmarried,Own,Visa,Yes
821,Female,70,65+,13,High school degree,Sales and Office,6 to 10,Yes,9,Under $25,15.1,Somewhat satisfied,Unmarried,Own,Visa,No
822,Female,43,35-49,17,College degree,Service,6 to 10,No,115,$75 - $124,19.8,Somewhat satisfied,Married,Own,Discover,Yes
823,Female,42,35-49,15,Some college,Sales and Office,6 to 10,No,38,$25 - $49,5,Neutral,Married,Own,Mastercard,No
824,Male,44,35-49,12,High school degree,Sales and Office,2 to 5,No,41,$25 - $49,16,Somewhat dissatisfied,Unmarried,Own,Visa,No
825,Female,66,65+,13,High school degree,Managerial and Professional,More than 15,No,51,$50 - $74,6.6,Highly satisfied,Unmarried,Own,Mastercard,No
826,Female,27,25-34,15,Some college,Sales and Office,Less than 2,No,24,Under $25,9.2,Highly dissatisfied,Married,Rent,Visa,Yes
827,Female,20,18-24,11,Did not complete high school,"Precision Production, Craft, Repair",2 to 5,No,14,Under $25,9.1,Neutral,Unmarried,Own,Visa,No
828,Male,38,35-49,17,College degree,Managerial and Professional,6 to 10,No,79,$75 - $124,18.1,Somewhat satisfied,Unmarried,Rent,American Express,Yes
829,Female,68,65+,8,Did not complete high school,Sales and Office,6 to 10,Yes,18,Under $25,2,Highly dissatisfied,Unmarried,Rent,Mastercard,Yes
830,Female,61,50-64,20,Post-undergraduate degree,Managerial and Professional,11 to 15,No,115,$75 - $124,10.6,Somewhat satisfied,Unmarried,Own,Discover,No
831,Female,38,35-49,9,Did not complete high school,Agricultural and Natural Resources,More than 15,No,32,$25 - $49,5.7,Somewhat dissatisfied,Married,Own,Visa,No
832,Male,79,65+,9,Did not complete high school,Agricultural and Natural Resources,More than 15,Yes,13,Under $25,0.5,Highly satisfied,Married,Rent,Visa,No
833,Female,29,25-34,16,Some college,Managerial and Professional,2 to 5,No,43,$25 - $49,14.1,Somewhat dissatisfied,Unmarried,Own,Visa,Yes
834,Female,18,18-24,9,Did not complete high school,Sales and Office,Less than 2,No,16,Under $25,13.4,Highly dissatisfied,Unmarried,Rent,Mastercard,Yes
835,Female,65,65+,12,High school degree,"Precision Production, Craft, Repair",More than 15,Yes,11,Under $25,4.9,Neutral,Unmarried,Rent,Mastercard,No
836,Male,37,35-49,15,Some college,Managerial and Professional,6 to 10,No,78,$75 - $124,17.1,Neutral,Married,Rent,Visa,No
837,Male,47,35-49,14,High school degree,Service,More than 15,No,53,$50 - $74,12.9,Highly satisfied,Unmarried,Own,Discover,No
838,Male,62,50-64,18,College degree,Managerial and Professional,11 to 15,No,65,$50 - $74,12.2,Neutral,Unmarried,Own,Discover,No
839,Male,43,35-49,17,College degree,Sales and Office,6 to 10,No,47,$25 - $49,2.8,Neutral,Unmarried,Own,Discover,No
840,Female,73,65+,7,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,26,$25 - $49,7.3,Neutral,Unmarried,Own,Visa,No
841,Male,32,25-34,13,High school degree,Sales and Office,Less than 2,No,24,Under $25,20.4,Highly dissatisfied,Married,Own,American Express,No
842,Female,35,35-49,11,Did not complete high school,Service,11 to 15,No,65,$50 - $74,17.2,Somewhat satisfied,Unmarried,Own,Discover,No
843,Female,19,18-24,14,High school degree,Sales and Office,Less than 2,No,33,$25 - $49,3.7,Neutral,Married,Own,American Express,No
844,Male,57,50-64,21,Post-undergraduate degree,"Operation, Fabrication, General Labor",More than 15,No,140,$125+,3.8,Somewhat dissatisfied,Unmarried,Rent,American Express,No
845,Female,33,25-34,14,High school degree,Service,6 to 10,No,23,Under $25,2.9,Highly dissatisfied,Married,Rent,American Express,No
846,Female,48,35-49,16,Some college,"Precision Production, Craft, Repair",11 to 15,No,95,$75 - $124,10.2,Highly satisfied,Unmarried,Rent,American Express,No
847,Female,61,50-64,12,High school degree,"Precision Production, Craft, Repair",More than 15,No,246,$125+,8.2,Neutral,Married,Own,Mastercard,No
848,Male,24,18-24,13,High school degree,Managerial and Professional,2 to 5,No,15,Under $25,8.4,Somewhat satisfied,Married,Own,Mastercard,Yes
849,Female,44,35-49,10,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,80,$75 - $124,2.6,Highly satisfied,Married,Own,Visa,No
850,Male,64,50-64,11,Did not complete high school,Managerial and Professional,11 to 15,No,58,$50 - $74,5.9,Highly satisfied,Married,Own,Visa,No
851,Male,41,35-49,13,High school degree,Sales and Office,6 to 10,No,38,$25 - $49,13.1,Neutral,Married,Own,Visa,No
852,Male,28,25-34,13,High school degree,Service,2 to 5,No,29,$25 - $49,11.6,Highly satisfied,Unmarried,Rent,Visa,Yes
853,Female,59,50-64,15,Some college,Managerial and Professional,11 to 15,No,160,$125+,1.9,Neutral,Unmarried,Rent,Mastercard,No
854,Female,56,50-64,13,High school degree,Service,11 to 15,No,67,$50 - $74,4,Highly satisfied,Unmarried,Own,Visa,No
855,Female,58,50-64,17,College degree,Sales and Office,6 to 10,No,50,$50 - $74,21.3,Highly satisfied,Married,Rent,Mastercard,No
856,Male,18,18-24,13,High school degree,Managerial and Professional,Less than 2,No,20,Under $25,6.3,Highly dissatisfied,Unmarried,Own,Other,Yes
857,Male,46,35-49,8,Did not complete high school,"Precision Production, Craft, Repair",6 to 10,No,37,$25 - $49,7.2,Somewhat satisfied,Unmarried,Own,American Express,No
858,Male,56,50-64,12,High school degree,Sales and Office,11 to 15,No,78,$75 - $124,5.5,Somewhat satisfied,Unmarried,Rent,Visa,No
859,Male,18,18-24,9,Did not complete high school,Sales and Office,Less than 2,No,18,Under $25,5.9,Neutral,Unmarried,Rent,Mastercard,No
860,Female,70,65+,18,College degree,Managerial and Professional,11 to 15,No,123,$75 - $124,2.9,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
861,Female,28,25-34,15,Some college,Sales and Office,Less than 2,No,22,Under $25,7.8,Somewhat dissatisfied,Married,Rent,Mastercard,No
862,Male,37,35-49,11,Did not complete high school,Managerial and Professional,2 to 5,No,34,$25 - $49,12.7,Neutral,Unmarried,Rent,Other,Yes
863,Male,24,18-24,15,Some college,Managerial and Professional,Less than 2,No,18,Under $25,7,Highly dissatisfied,Unmarried,Own,Discover,No
864,Male,20,18-24,13,High school degree,Managerial and Professional,Less than 2,No,18,Under $25,10.4,Highly dissatisfied,Unmarried,Rent,American Express,Yes
865,Female,62,50-64,14,High school degree,Managerial and Professional,6 to 10,No,45,$25 - $49,11.9,Highly dissatisfied,Married,Rent,Discover,No
866,Female,30,25-34,8,Did not complete high school,Managerial and Professional,2 to 5,No,28,$25 - $49,1.9,Neutral,Unmarried,Rent,Mastercard,No
867,Male,69,65+,12,High school degree,Sales and Office,2 to 5,Yes,12,Under $25,9.8,Somewhat dissatisfied,Married,Own,Mastercard,No
868,Male,37,35-49,14,High school degree,"Operation, Fabrication, General Labor",6 to 10,No,85,$75 - $124,11.5,Somewhat dissatisfied,Married,Own,Visa,Yes
869,Female,29,25-34,11,Did not complete high school,Managerial and Professional,2 to 5,No,35,$25 - $49,21,Neutral,Unmarried,Own,Discover,Yes
870,Female,54,50-64,14,High school degree,Service,11 to 15,No,108,$75 - $124,7.9,Highly satisfied,Married,Own,Discover,No
871,Male,26,25-34,12,High school degree,Managerial and Professional,2 to 5,No,18,Under $25,9.5,Highly dissatisfied,Unmarried,Own,Visa,Yes
872,Female,29,25-34,22,Post-undergraduate degree,Sales and Office,Less than 2,No,31,$25 - $49,2.8,Highly dissatisfied,Married,Own,Discover,Yes
873,Male,53,50-64,11,Did not complete high school,Managerial and Professional,11 to 15,No,52,$50 - $74,13.7,Highly satisfied,Married,Own,Mastercard,No
874,Female,19,18-24,14,High school degree,Service,Less than 2,No,20,Under $25,10.6,Somewhat dissatisfied,Unmarried,Own,Visa,No
875,Male,51,50-64,8,Did not complete high school,Service,More than 15,No,100,$75 - $124,21.6,Highly satisfied,Married,Own,Discover,No
876,Female,49,35-49,11,Did not complete high school,Managerial and Professional,11 to 15,No,70,$50 - $74,15.2,Somewhat satisfied,Married,Own,Mastercard,No
877,Male,50,50-64,8,Did not complete high school,Managerial and Professional,More than 15,No,98,$75 - $124,8.1,Somewhat satisfied,Married,Rent,Discover,No
878,Male,53,50-64,14,High school degree,Managerial and Professional,2 to 5,No,34,$25 - $49,13.7,Neutral,Married,Own,Discover,No
879,Male,71,65+,12,High school degree,Service,More than 15,No,124,$75 - $124,9.3,Highly satisfied,Married,Own,Visa,No
880,Female,25,25-34,13,High school degree,Agricultural and Natural Resources,2 to 5,No,21,Under $25,2.8,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
881,Female,57,50-64,11,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,44,$25 - $49,5,Somewhat dissatisfied,Married,Own,Mastercard,No
882,Male,32,25-34,11,Did not complete high school,Managerial and Professional,6 to 10,No,37,$25 - $49,18.9,Neutral,Married,Own,Mastercard,Yes
883,Female,54,50-64,13,High school degree,Service,More than 15,No,136,$125+,4.1,Highly dissatisfied,Unmarried,Own,Visa,No
884,Female,66,65+,8,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,24,Under $25,2.4,Highly dissatisfied,Unmarried,Own,Visa,No
885,Female,71,65+,15,Some college,Sales and Office,2 to 5,No,49,$25 - $49,6.9,Neutral,Unmarried,Own,Discover,No
886,Male,43,35-49,16,Some college,Sales and Office,Less than 2,No,81,$75 - $124,9.7,Highly dissatisfied,Unmarried,Rent,Visa,Yes
887,Male,77,65+,9,Did not complete high school,Sales and Office,11 to 15,Yes,19,Under $25,12,Highly dissatisfied,Married,Own,Mastercard,No
888,Female,54,50-64,19,College degree,Sales and Office,6 to 10,No,59,$50 - $74,7.5,Neutral,Married,Own,Discover,No
889,Male,63,50-64,14,High school degree,Service,More than 15,No,153,$125+,9,Highly satisfied,Married,Own,American Express,No
890,Male,53,50-64,16,Some college,Sales and Office,6 to 10,No,35,$25 - $49,14.9,Highly satisfied,Unmarried,Own,Visa,No
891,Female,34,25-34,19,College degree,Service,6 to 10,No,40,$25 - $49,3.2,Highly dissatisfied,Unmarried,Own,Mastercard,No
892,Male,34,25-34,16,Some college,"Precision Production, Craft, Repair",6 to 10,No,23,Under $25,11.9,Somewhat dissatisfied,Unmarried,Rent,Visa,No
893,Male,67,65+,6,Did not complete high school,Managerial and Professional,11 to 15,Yes,12,Under $25,6.4,Neutral,Married,Own,Mastercard,No
894,Female,38,35-49,8,Did not complete high school,Service,6 to 10,No,31,$25 - $49,5.2,Somewhat dissatisfied,Married,Own,Visa,No
895,Male,21,18-24,12,High school degree,Sales and Office,Less than 2,No,25,$25 - $49,7.3,Highly dissatisfied,Unmarried,Own,American Express,Yes
896,Female,52,50-64,12,High school degree,Managerial and Professional,More than 15,No,212,$125+,10.2,Somewhat satisfied,Married,Own,Discover,No
897,Female,43,35-49,13,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,33,$25 - $49,2.3,Somewhat satisfied,Unmarried,Own,American Express,No
898,Female,41,35-49,15,Some college,Sales and Office,Less than 2,No,25,$25 - $49,10,Highly dissatisfied,Unmarried,Rent,Mastercard,No
899,Female,79,65+,11,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,21,Under $25,21.7,Highly satisfied,Unmarried,Own,Other,No
900,Female,63,50-64,11,Did not complete high school,Sales and Office,2 to 5,No,44,$25 - $49,4.9,Somewhat dissatisfied,Married,Own,Other,No
901,Female,32,25-34,14,High school degree,Sales and Office,2 to 5,No,21,Under $25,1.5,Somewhat dissatisfied,Married,Rent,Mastercard,Yes
902,Female,59,50-64,13,High school degree,Sales and Office,6 to 10,No,26,$25 - $49,17.6,Neutral,Unmarried,Own,Visa,Yes
903,Male,58,50-64,10,Did not complete high school,Managerial and Professional,11 to 15,No,71,$50 - $74,5.4,Neutral,Married,Own,Visa,No
904,Female,41,35-49,14,High school degree,"Precision Production, Craft, Repair",11 to 15,No,104,$75 - $124,0.1,Somewhat satisfied,Unmarried,Own,Visa,No
905,Male,64,50-64,12,High school degree,Managerial and Professional,More than 15,Yes,19,Under $25,3.1,Somewhat satisfied,Married,Rent,Discover,No
906,Female,75,65+,16,Some college,Service,More than 15,Yes,14,Under $25,16.5,Neutral,Married,Own,Visa,No
907,Female,23,18-24,15,Some college,Sales and Office,Less than 2,No,29,$25 - $49,7.2,Neutral,Married,Own,Discover,No
908,Male,59,50-64,9,Did not complete high school,Managerial and Professional,11 to 15,No,45,$25 - $49,13,Highly satisfied,Married,Rent,Mastercard,No
